AdminStrata,Abyan,Abyan,Aden,Aden,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Dhamar,Dhamar,Hadramaut,Hadramaut,Hajjah,Hajjah,Ibb,Ibb,Lahj,Lahj,Marib,Marib,Raymah,Raymah,Sa'ada,Sa'ada,Sana'a,Sana'a,Shabwah,Shabwah,Socotra,Socotra,Taizz,Taizz
2017-02-06,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-07,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-08,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-09,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-10,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-11,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-12,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-13,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-14,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-15,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-16,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-17,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-18,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-19,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-20,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-21,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-22,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
2017-02-23,13.70487804701045,46.15814236109151,12.835529009416625,44.800320383671306,14.320238611802727,45.336602984966746,13.896384981728852,44.760433671444616,14.830519792500978,43.167046880707204,16.618418417799916,45.59859384979188,16.75545486068795,51.59270830748345,15.374826335500062,43.54099618735003,15.436116929868748,44.23685738477738,16.16643499003962,43.902564706031455,14.598833650427478,44.19961138591047,16.684198880320896,49.153348548263274,16.084634068859888,43.2596312694251,14.075870377374155,44.1680307476831,13.17882228454827,44.54547460007845,15.495097326275845,45.52088488736956,14.658463216265563,43.67293489667174,17.089972265827594,43.920084442854424,15.33448826191734,44.34756859640063,14.76241736846121,46.923133036774225,12.488974105398096,53.805239044742486,13.416517289460343,43.77816099602558
